id,path,label
LAPOEDEU,./train/LAPOEDEU.ogg,real
CTYNIEOE,./train/CTYNIEOE.ogg,fake
EATCOOTW,./train/EATCOOTW.ogg,fake
FYDYEBBN,./train/FYDYEBBN.ogg,fake
KLWUVKVG,./train/KLWUVKVG.ogg,fake
VUSRUDVJ,./train/VUSRUDVJ.ogg,fake
AIRQOATZ,./train/AIRQOATZ.ogg,fake
QJQPBJFJ,./train/QJQPBJFJ.ogg,fake
ANTTAHIZ,./train/ANTTAHIZ.ogg,real
BWXHRRXT,./train/BWXHRRXT.ogg,fake
WIUGKBZZ,./train/WIUGKBZZ.ogg,real
COFUXZPO,./train/COFUXZPO.ogg,real
LROUFLUR,./train/LROUFLUR.ogg,real
FWKKGYHZ,./train/FWKKGYHZ.ogg,fake
UIIDNYII,./train/UIIDNYII.ogg,real
JFMVFIHC,./train/JFMVFIHC.ogg,fake
RXGQEQVA,./train/RXGQEQVA.ogg,real
YUIYXPPK,./train/YUIYXPPK.ogg,real
URTKGRWD,./train/URTKGRWD.ogg,real
FWNLAQQR,./train/FWNLAQQR.ogg,fake
WMSVDTAB,./train/WMSVDTAB.ogg,fake
ADRNQPXO,./train/ADRNQPXO.ogg,fake
IWHCJXGU,./train/IWHCJXGU.ogg,fake
OAHICILX,./train/OAHICILX.ogg,fake
JTMKPARK,./train/JTMKPARK.ogg,fake
VEMQKGEO,./train/VEMQKGEO.ogg,real
LCKLSDCR,./train/LCKLSDCR.ogg,real
FCQJBPYO,./train/FCQJBPYO.ogg,fake
WNAVHMEQ,./train/WNAVHMEQ.ogg,fake
CGARMVRR,./train/CGARMVRR.ogg,fake
UOTIENRJ,./train/UOTIENRJ.ogg,fake
BXAOGYRU,./train/BXAOGYRU.ogg,fake
LHPMGHNE,./train/LHPMGHNE.ogg,fake
FOXLZYKX,./train/FOXLZYKX.ogg,real
CSMPNMMX,./train/CSMPNMMX.ogg,fake
KECNRXAO,./train/KECNRXAO.ogg,real
QMMAHJNB,./train/QMMAHJNB.ogg,fake
ECXGHHZI,./train/ECXGHHZI.ogg,real
FSUVTFGX,./train/FSUVTFGX.ogg,fake
QDOKVNFA,./train/QDOKVNFA.ogg,fake
EZIBOFLH,./train/EZIBOFLH.ogg,real
FZOSUDOP,./train/FZOSUDOP.ogg,real
LUFCOEGI,./train/LUFCOEGI.ogg,real
LVPLDIFZ,./train/LVPLDIFZ.ogg,fake
TEEPDBYY,./train/TEEPDBYY.ogg,real
SZKEIYGZ,./train/SZKEIYGZ.ogg,real
TWDGKXRY,./train/TWDGKXRY.ogg,fake
AMLLHGOS,./train/AMLLHGOS.ogg,fake
GJKBXDUF,./train/GJKBXDUF.ogg,real
FQLZOJWX,./train/FQLZOJWX.ogg,fake
XCUJYTAW,./train/XCUJYTAW.ogg,real
OGBBHSGC,./train/OGBBHSGC.ogg,real
CKUETYGO,./train/CKUETYGO.ogg,real
LRCGVMLS,./train/LRCGVMLS.ogg,fake
RMNDTXXM,./train/RMNDTXXM.ogg,real
HWATNTPE,./train/HWATNTPE.ogg,fake
YGVHVEZO,./train/YGVHVEZO.ogg,real
PDUHZDPR,./train/PDUHZDPR.ogg,fake
VLDIDQWR,./train/VLDIDQWR.ogg,fake
ILLXKCSV,./train/ILLXKCSV.ogg,fake
RHTWTIAA,./train/RHTWTIAA.ogg,fake
DRVUWOYB,./train/DRVUWOYB.ogg,real
AYBHONVE,./train/AYBHONVE.ogg,real
FIDTYZDR,./train/FIDTYZDR.ogg,real
WCQEJNZH,./train/WCQEJNZH.ogg,fake
ZFZUDHPV,./train/ZFZUDHPV.ogg,real
BFBXEDAL,./train/BFBXEDAL.ogg,real
RIWNSTFN,./train/RIWNSTFN.ogg,real
UTFBRADX,./train/UTFBRADX.ogg,real
RPOJBWTI,./train/RPOJBWTI.ogg,fake
LFZIPYQE,./train/LFZIPYQE.ogg,fake
HNHXTQNT,./train/HNHXTQNT.ogg,real
MPKNECXX,./train/MPKNECXX.ogg,real
XQPTZAZC,./train/XQPTZAZC.ogg,real
VAOLLABJ,./train/VAOLLABJ.ogg,fake
GSIDGIKL,./train/GSIDGIKL.ogg,fake
PXCWIBOJ,./train/PXCWIBOJ.ogg,fake
MDYTJHJP,./train/MDYTJHJP.ogg,fake
MKPGVHIQ,./train/MKPGVHIQ.ogg,fake
YALFKHFD,./train/YALFKHFD.ogg,real
PBXGTGFO,./train/PBXGTGFO.ogg,real
QFEVHQXD,./train/QFEVHQXD.ogg,real
TXJAXFVN,./train/TXJAXFVN.ogg,real
YPRRBXTC,./train/YPRRBXTC.ogg,real
VECUVKAG,./train/VECUVKAG.ogg,fake
GEHDVVKO,./train/GEHDVVKO.ogg,real
YHOZSHVG,./train/YHOZSHVG.ogg,real
IFEOSYCD,./train/IFEOSYCD.ogg,real
JRCLKKKX,./train/JRCLKKKX.ogg,fake
LMJFKTFO,./train/LMJFKTFO.ogg,fake
PFVLMOVZ,./train/PFVLMOVZ.ogg,fake
PJGPSTNJ,./train/PJGPSTNJ.ogg,real
KNDICTMP,./train/KNDICTMP.ogg,real
THEZRWMN,./train/THEZRWMN.ogg,real
DHLRXPBW,./train/DHLRXPBW.ogg,fake
WZTECISO,./train/WZTECISO.ogg,real
RYYVGSOP,./train/RYYVGSOP.ogg,real
GWNDTCKJ,./train/GWNDTCKJ.ogg,fake
PAJDFNOD,./train/PAJDFNOD.ogg,real
UWXVEXBY,./train/UWXVEXBY.ogg,real
EBXIIEVG,./train/EBXIIEVG.ogg,fake
NWCDMFBW,./train/NWCDMFBW.ogg,real
YEHRGTJY,./train/YEHRGTJY.ogg,fake
JKUQEHYZ,./train/JKUQEHYZ.ogg,fake
UDNVDVTF,./train/UDNVDVTF.ogg,fake
TUGANTEW,./train/TUGANTEW.ogg,real
WWCPAEHC,./train/WWCPAEHC.ogg,fake
ZYVHVAPX,./train/ZYVHVAPX.ogg,real
QYMKMICT,./train/QYMKMICT.ogg,fake
QVRNPOJT,./train/QVRNPOJT.ogg,real
CXWWRGST,./train/CXWWRGST.ogg,real
XZHATIJA,./train/XZHATIJA.ogg,real
ZIAAZOTR,./train/ZIAAZOTR.ogg,real
KKEXFYIF,./train/KKEXFYIF.ogg,real
FNUSWCDQ,./train/FNUSWCDQ.ogg,real
UDFPQDXB,./train/UDFPQDXB.ogg,real
NJYRTHQK,./train/NJYRTHQK.ogg,fake
IGXIPEJC,./train/IGXIPEJC.ogg,real
OBEEBREF,./train/OBEEBREF.ogg,fake
DTXQFAYR,./train/DTXQFAYR.ogg,fake
EQUBVEOU,./train/EQUBVEOU.ogg,real
IBXMIZHS,./train/IBXMIZHS.ogg,fake
VKWRAMXN,./train/VKWRAMXN.ogg,fake
FJSDPGOD,./train/FJSDPGOD.ogg,real
YYYTZIIN,./train/YYYTZIIN.ogg,real
EYOCFAHM,./train/EYOCFAHM.ogg,real
GDKPABLT,./train/GDKPABLT.ogg,fake
ZQQOFHTX,./train/ZQQOFHTX.ogg,real
RHNIHEUL,./train/RHNIHEUL.ogg,real
KOYHERHS,./train/KOYHERHS.ogg,fake
WLGVLUMR,./train/WLGVLUMR.ogg,fake
DIBSZRGC,./train/DIBSZRGC.ogg,real
SVBVMAEU,./train/SVBVMAEU.ogg,fake
LQAXKARP,./train/LQAXKARP.ogg,fake
FVGVPAMK,./train/FVGVPAMK.ogg,real
ZGEFBQJP,./train/ZGEFBQJP.ogg,real
RMQFTRNZ,./train/RMQFTRNZ.ogg,fake
XJWMEDGN,./train/XJWMEDGN.ogg,real
APSXFSZQ,./train/APSXFSZQ.ogg,real
OEVMZLSM,./train/OEVMZLSM.ogg,real
NGCHGHRN,./train/NGCHGHRN.ogg,real
NKYSPVYO,./train/NKYSPVYO.ogg,fake
QYPOIRRM,./train/QYPOIRRM.ogg,fake
NVNZVKSX,./train/NVNZVKSX.ogg,fake
EBDJFXFU,./train/EBDJFXFU.ogg,fake
IRFFKWLS,./train/IRFFKWLS.ogg,real
EBFWUSIP,./train/EBFWUSIP.ogg,real
HQUYIHAJ,./train/HQUYIHAJ.ogg,fake
WSVYVYZK,./train/WSVYVYZK.ogg,real
QZTEVOXK,./train/QZTEVOXK.ogg,fake
QGEFCVMQ,./train/QGEFCVMQ.ogg,fake
JTOJJAHH,./train/JTOJJAHH.ogg,fake
XSTBWICK,./train/XSTBWICK.ogg,real
QEOHTXRT,./train/QEOHTXRT.ogg,fake
LKBISLCA,./train/LKBISLCA.ogg,fake
OGZHVEUS,./train/OGZHVEUS.ogg,real
KJKWNWTC,./train/KJKWNWTC.ogg,real
AIFFTCRA,./train/AIFFTCRA.ogg,real
EGBQUNCO,./train/EGBQUNCO.ogg,fake
ENZQLDEV,./train/ENZQLDEV.ogg,fake
XJNYDGYK,./train/XJNYDGYK.ogg,fake
CVCFQZOW,./train/CVCFQZOW.ogg,fake
HKIVCMLO,./train/HKIVCMLO.ogg,fake
XECFOZHZ,./train/XECFOZHZ.ogg,real
MHDGFDCF,./train/MHDGFDCF.ogg,fake
UYVNPHUA,./train/UYVNPHUA.ogg,fake
RDWOPHBS,./train/RDWOPHBS.ogg,fake
FWVLSBEI,./train/FWVLSBEI.ogg,real
JUYGMTJZ,./train/JUYGMTJZ.ogg,real
TXSDAVUT,./train/TXSDAVUT.ogg,fake
SIQYGYSE,./train/SIQYGYSE.ogg,fake
KGXGEZHD,./train/KGXGEZHD.ogg,fake
GOJGEIKY,./train/GOJGEIKY.ogg,real
KSWVFBQE,./train/KSWVFBQE.ogg,fake
NUATKAJM,./train/NUATKAJM.ogg,real
KACRLFDZ,./train/KACRLFDZ.ogg,fake
JABCCJTB,./train/JABCCJTB.ogg,fake
HCAAHVEN,./train/HCAAHVEN.ogg,fake
QQEFNFTE,./train/QQEFNFTE.ogg,real
WZASGTFP,./train/WZASGTFP.ogg,fake
IMPGNPII,./train/IMPGNPII.ogg,real
HOHWYKZG,./train/HOHWYKZG.ogg,real
YZQMPWWX,./train/YZQMPWWX.ogg,fake
CWFAWTTM,./train/CWFAWTTM.ogg,real
GNTTAHKB,./train/GNTTAHKB.ogg,fake
KLFLKKXU,./train/KLFLKKXU.ogg,fake
EKHJTOQI,./train/EKHJTOQI.ogg,fake
YQCIEEKF,./train/YQCIEEKF.ogg,fake
XQBWZJEM,./train/XQBWZJEM.ogg,real
LXVKJRQM,./train/LXVKJRQM.ogg,real
IXEOIFOX,./train/IXEOIFOX.ogg,real
JHIFAQRU,./train/JHIFAQRU.ogg,fake
ZGJDUHTY,./train/ZGJDUHTY.ogg,fake
UZNATTUO,./train/UZNATTUO.ogg,fake
PMDTELYH,./train/PMDTELYH.ogg,real
GEKFAZNV,./train/GEKFAZNV.ogg,fake
ZKVPHNDX,./train/ZKVPHNDX.ogg,real
MDWUPXNN,./train/MDWUPXNN.ogg,real
RQXEGCRH,./train/RQXEGCRH.ogg,fake
JPSOGQYO,./train/JPSOGQYO.ogg,real
FIFIJDLJ,./train/FIFIJDLJ.ogg,fake
IHYPMWCI,./train/IHYPMWCI.ogg,fake
MRVSXDFT,./train/MRVSXDFT.ogg,fake
BOXIDSRZ,./train/BOXIDSRZ.ogg,real
TXONBUBO,./train/TXONBUBO.ogg,fake
WIAEMCIO,./train/WIAEMCIO.ogg,real
VJMKHFAQ,./train/VJMKHFAQ.ogg,real
DLHHXJMP,./train/DLHHXJMP.ogg,real
UIBLASLW,./train/UIBLASLW.ogg,fake
ELXYVCRB,./train/ELXYVCRB.ogg,fake
SGQHPKDS,./train/SGQHPKDS.ogg,real
YYTIQIXC,./train/YYTIQIXC.ogg,real
NIWYHWNI,./train/NIWYHWNI.ogg,fake
MMGFUJRS,./train/MMGFUJRS.ogg,real
HHJLXYSQ,./train/HHJLXYSQ.ogg,fake
SNLUEXCN,./train/SNLUEXCN.ogg,fake
RNNRWLNE,./train/RNNRWLNE.ogg,fake
QXZWAJCD,./train/QXZWAJCD.ogg,real
IDLWXHKQ,./train/IDLWXHKQ.ogg,real
MIIYRQTZ,./train/MIIYRQTZ.ogg,fake
HENAYBVV,./train/HENAYBVV.ogg,fake
GCGYVFFD,./train/GCGYVFFD.ogg,fake
ODDJKYZD,./train/ODDJKYZD.ogg,real
SZYAMVHL,./train/SZYAMVHL.ogg,fake
NPRKNYEM,./train/NPRKNYEM.ogg,fake
VIPCWKIX,./train/VIPCWKIX.ogg,real
AUFTYZCL,./train/AUFTYZCL.ogg,fake
HHAGPBYO,./train/HHAGPBYO.ogg,real
QPMDEJSL,./train/QPMDEJSL.ogg,real
KLNVVQIN,./train/KLNVVQIN.ogg,fake
XKVLRHOB,./train/XKVLRHOB.ogg,real
JTVAUJHG,./train/JTVAUJHG.ogg,real
VZKQMRBD,./train/VZKQMRBD.ogg,real
DUCJXTLT,./train/DUCJXTLT.ogg,fake
XKWQYUGZ,./train/XKWQYUGZ.ogg,real
YMSIPGGN,./train/YMSIPGGN.ogg,fake
KOVXKHYU,./train/KOVXKHYU.ogg,fake
LVBCVKTV,./train/LVBCVKTV.ogg,real
VCGTJOFM,./train/VCGTJOFM.ogg,real
BJBQCBQB,./train/BJBQCBQB.ogg,real
EKUBPCHY,./train/EKUBPCHY.ogg,fake
GTLIDNFV,./train/GTLIDNFV.ogg,real
WTOFFAPS,./train/WTOFFAPS.ogg,fake
GYNRVQEB,./train/GYNRVQEB.ogg,real
PZSOSJJN,./train/PZSOSJJN.ogg,real
QZXPKKHQ,./train/QZXPKKHQ.ogg,real
PVUDWCWQ,./train/PVUDWCWQ.ogg,fake
RTKHSOTC,./train/RTKHSOTC.ogg,fake
GKPKWLHU,./train/GKPKWLHU.ogg,fake
QSODDEPR,./train/QSODDEPR.ogg,fake
PPFJAZAS,./train/PPFJAZAS.ogg,real
MFHLHDDX,./train/MFHLHDDX.ogg,fake
SEXXXDNO,./train/SEXXXDNO.ogg,real
GRTOALZD,./train/GRTOALZD.ogg,real
LTZRESHU,./train/LTZRESHU.ogg,real
RXXVKWRC,./train/RXXVKWRC.ogg,fake
KCEZIVXA,./train/KCEZIVXA.ogg,fake
BDKBJGOQ,./train/BDKBJGOQ.ogg,real
JNTYTDKZ,./train/JNTYTDKZ.ogg,real
WCOGNFCY,./train/WCOGNFCY.ogg,fake
SYBAJAAI,./train/SYBAJAAI.ogg,real
QZOGYJZJ,./train/QZOGYJZJ.ogg,real
EHRURNMV,./train/EHRURNMV.ogg,real
IOLBIHFJ,./train/IOLBIHFJ.ogg,fake
HVKHELIB,./train/HVKHELIB.ogg,fake
EIGMPHYP,./train/EIGMPHYP.ogg,fake
UWGOVZUE,./train/UWGOVZUE.ogg,fake
TSPLDBOO,./train/TSPLDBOO.ogg,real
AXDECSSU,./train/AXDECSSU.ogg,real
CWZRYUME,./train/CWZRYUME.ogg,fake
AIBKDEPJ,./train/AIBKDEPJ.ogg,real
CCMOQBAM,./train/CCMOQBAM.ogg,real
OTTTIOXL,./train/OTTTIOXL.ogg,fake
WOMNHCZC,./train/WOMNHCZC.ogg,fake
QUCWLSFW,./train/QUCWLSFW.ogg,real
ILBRCCVA,./train/ILBRCCVA.ogg,real
RBPPMRWK,./train/RBPPMRWK.ogg,fake
XJBSEIBY,./train/XJBSEIBY.ogg,fake
UEBMDJBK,./train/UEBMDJBK.ogg,fake
LFBIQFIC,./train/LFBIQFIC.ogg,real
DTQSJADN,./train/DTQSJADN.ogg,fake
BWLAIXOZ,./train/BWLAIXOZ.ogg,fake
RZCMWQWQ,./train/RZCMWQWQ.ogg,fake
TYLCLWKI,./train/TYLCLWKI.ogg,fake
CKLCMVST,./train/CKLCMVST.ogg,fake
DABSXXKC,./train/DABSXXKC.ogg,fake
GCJPBSBO,./train/GCJPBSBO.ogg,fake
ZLIWGDPR,./train/ZLIWGDPR.ogg,fake
ZRGAIUQQ,./train/ZRGAIUQQ.ogg,real
LNMZBMNU,./train/LNMZBMNU.ogg,fake
FVHTVWOC,./train/FVHTVWOC.ogg,fake
CDQCTAMI,./train/CDQCTAMI.ogg,real
CXTSGDHC,./train/CXTSGDHC.ogg,fake
DMAGSGRA,./train/DMAGSGRA.ogg,fake
FGXBZSPP,./train/FGXBZSPP.ogg,real
UQSMFWRE,./train/UQSMFWRE.ogg,fake
FEJHJXKY,./train/FEJHJXKY.ogg,fake
XUQCRGBA,./train/XUQCRGBA.ogg,fake
DBXFJUIF,./train/DBXFJUIF.ogg,fake
AZETVBUQ,./train/AZETVBUQ.ogg,real
MRSLAQOS,./train/MRSLAQOS.ogg,real
SPCKTTBF,./train/SPCKTTBF.ogg,real
VGGLWMLP,./train/VGGLWMLP.ogg,fake
HTRTXXMS,./train/HTRTXXMS.ogg,fake
HOXLXKKV,./train/HOXLXKKV.ogg,fake
PYGWNAUG,./train/PYGWNAUG.ogg,real
GOZCJLVM,./train/GOZCJLVM.ogg,fake
XXNKRGUI,./train/XXNKRGUI.ogg,fake
MNKIYRTW,./train/MNKIYRTW.ogg,fake
QFKHJZIF,./train/QFKHJZIF.ogg,fake
LSLTKJHH,./train/LSLTKJHH.ogg,real
RYDTZRJS,./train/RYDTZRJS.ogg,real
TAAUKNPA,./train/TAAUKNPA.ogg,fake
BMBGEPAF,./train/BMBGEPAF.ogg,real
IWNENAZM,./train/IWNENAZM.ogg,fake
QFPXIIWB,./train/QFPXIIWB.ogg,real
INYSFXJH,./train/INYSFXJH.ogg,fake
IEVGHNHO,./train/IEVGHNHO.ogg,real
JKVBGLRT,./train/JKVBGLRT.ogg,real
WLHNATSE,./train/WLHNATSE.ogg,real
RQPDZAOT,./train/RQPDZAOT.ogg,fake
CPGOGLGJ,./train/CPGOGLGJ.ogg,fake
SXMGZXWI,./train/SXMGZXWI.ogg,real
UPHUPKNH,./train/UPHUPKNH.ogg,fake
KFLIEBRA,./train/KFLIEBRA.ogg,fake
CDBNFNOX,./train/CDBNFNOX.ogg,fake
BEOCWNZM,./train/BEOCWNZM.ogg,real
NANNRHWN,./train/NANNRHWN.ogg,fake
NOKKTZVK,./train/NOKKTZVK.ogg,real
IDGWQLXC,./train/IDGWQLXC.ogg,real
PFUQFJCS,./train/PFUQFJCS.ogg,real
SQZYRIBL,./train/SQZYRIBL.ogg,real
MYRUUSGL,./train/MYRUUSGL.ogg,real
QNYPJHBT,./train/QNYPJHBT.ogg,real
YFCAWFEH,./train/YFCAWFEH.ogg,real
SWCFFZTT,./train/SWCFFZTT.ogg,real
NEZZRMOZ,./train/NEZZRMOZ.ogg,fake
RUFCHMJE,./train/RUFCHMJE.ogg,real
DUOZKSUZ,./train/DUOZKSUZ.ogg,fake
KAXLXRSJ,./train/KAXLXRSJ.ogg,real
JYTLHKJY,./train/JYTLHKJY.ogg,fake
QWDGKSAU,./train/QWDGKSAU.ogg,real
QUQSXLZN,./train/QUQSXLZN.ogg,real
RVAACRTE,./train/RVAACRTE.ogg,fake
EULHYVLR,./train/EULHYVLR.ogg,real
IRSOIDZW,./train/IRSOIDZW.ogg,fake
WELUIHSC,./train/WELUIHSC.ogg,fake
XZTNDXUT,./train/XZTNDXUT.ogg,real
VQZQDHXH,./train/VQZQDHXH.ogg,fake
SRCKATMV,./train/SRCKATMV.ogg,real
ZDMWRTEX,./train/ZDMWRTEX.ogg,real
ATCBYJUO,./train/ATCBYJUO.ogg,real
LWWSCVIU,./train/LWWSCVIU.ogg,fake
IZBNSZTO,./train/IZBNSZTO.ogg,fake
VAFIPXAE,./train/VAFIPXAE.ogg,fake
HSISCXDX,./train/HSISCXDX.ogg,fake
XFHAXLZL,./train/XFHAXLZL.ogg,fake
EMMYWECM,./train/EMMYWECM.ogg,fake
HPLZGTSQ,./train/HPLZGTSQ.ogg,real
SDKEFNTR,./train/SDKEFNTR.ogg,real
NAEAOVLU,./train/NAEAOVLU.ogg,fake
SHOPJXIN,./train/SHOPJXIN.ogg,fake
GJTZPNTN,./train/GJTZPNTN.ogg,fake
DVBVFXXD,./train/DVBVFXXD.ogg,fake
KYRHTLUW,./train/KYRHTLUW.ogg,fake
KKCDSDHO,./train/KKCDSDHO.ogg,fake
QDJHZGGB,./train/QDJHZGGB.ogg,fake
OWMEYCER,./train/OWMEYCER.ogg,fake
VWDDVHZK,./train/VWDDVHZK.ogg,fake
KXNWQGWE,./train/KXNWQGWE.ogg,real
GZPNACXG,./train/GZPNACXG.ogg,fake
UOPISWNG,./train/UOPISWNG.ogg,real
HRNJYSWW,./train/HRNJYSWW.ogg,real
FEUAGZTL,./train/FEUAGZTL.ogg,fake
MXWTGQCO,./train/MXWTGQCO.ogg,fake
KVUCILDR,./train/KVUCILDR.ogg,real
FDWPJJGP,./train/FDWPJJGP.ogg,fake
LGUWEJPU,./train/LGUWEJPU.ogg,real
QJUJQMMW,./train/QJUJQMMW.ogg,real
FLXVSKSV,./train/FLXVSKSV.ogg,real
SFFDEVXL,./train/SFFDEVXL.ogg,fake
LRAIEEVR,./train/LRAIEEVR.ogg,real
KASVLONS,./train/KASVLONS.ogg,fake
BNGBEDSR,./train/BNGBEDSR.ogg,real
OXIGULEO,./train/OXIGULEO.ogg,fake
LFBPJQNN,./train/LFBPJQNN.ogg,fake
MFHVRLWH,./train/MFHVRLWH.ogg,real
AITUWDRP,./train/AITUWDRP.ogg,fake
PRWWMPMQ,./train/PRWWMPMQ.ogg,fake
SLCSVAPM,./train/SLCSVAPM.ogg,fake
DOFUEPFV,./train/DOFUEPFV.ogg,fake
FUYFAWYE,./train/FUYFAWYE.ogg,real
VIZXQJBK,./train/VIZXQJBK.ogg,fake
UBSPCUWS,./train/UBSPCUWS.ogg,real
KGKBMHOB,./train/KGKBMHOB.ogg,fake
MACFVVYI,./train/MACFVVYI.ogg,fake
VNTJBBXX,./train/VNTJBBXX.ogg,fake
IRHCCMQG,./train/IRHCCMQG.ogg,real
HCYXCRYB,./train/HCYXCRYB.ogg,real
WYJIIVPJ,./train/WYJIIVPJ.ogg,fake
PWLKQEOA,./train/PWLKQEOA.ogg,real
VBFJHENP,./train/VBFJHENP.ogg,real
ZEEUSCMI,./train/ZEEUSCMI.ogg,real
OTVZYKDL,./train/OTVZYKDL.ogg,real
NXTJGNNC,./train/NXTJGNNC.ogg,real
WHMLTXBH,./train/WHMLTXBH.ogg,real
KJMQPPVR,./train/KJMQPPVR.ogg,real
WCXXPJMB,./train/WCXXPJMB.ogg,fake
YQZRGVTR,./train/YQZRGVTR.ogg,fake
UDJDBJSF,./train/UDJDBJSF.ogg,fake
NWPVBJKI,./train/NWPVBJKI.ogg,real
RGVYMMPZ,./train/RGVYMMPZ.ogg,real
IURUJFIE,./train/IURUJFIE.ogg,real
WAURGHHP,./train/WAURGHHP.ogg,fake
BVSFRPBF,./train/BVSFRPBF.ogg,real
TNRRXZYG,./train/TNRRXZYG.ogg,real
WYUMXLYT,./train/WYUMXLYT.ogg,real
NEQFUQSI,./train/NEQFUQSI.ogg,fake
UXYBOEBC,./train/UXYBOEBC.ogg,real
XWOTVJBV,./train/XWOTVJBV.ogg,fake
KNXGIUPP,./train/KNXGIUPP.ogg,fake
RCPBZBGS,./train/RCPBZBGS.ogg,real
SMDDBTBY,./train/SMDDBTBY.ogg,fake
KMFPQQUJ,./train/KMFPQQUJ.ogg,fake
QZCPHBVW,./train/QZCPHBVW.ogg,real
MJIJCXID,./train/MJIJCXID.ogg,fake
HMOQORXY,./train/HMOQORXY.ogg,fake
BUMYCHIR,./train/BUMYCHIR.ogg,fake
CQNTIROK,./train/CQNTIROK.ogg,real
MRNLXUZZ,./train/MRNLXUZZ.ogg,fake
HMXIXGOD,./train/HMXIXGOD.ogg,fake
AAYTHXYW,./train/AAYTHXYW.ogg,fake
ILBJVYRV,./train/ILBJVYRV.ogg,real
XBYJZTLG,./train/XBYJZTLG.ogg,real
ARAYTTIG,./train/ARAYTTIG.ogg,fake
EAJVLKVP,./train/EAJVLKVP.ogg,fake
PPBVVJJQ,./train/PPBVVJJQ.ogg,fake
TZBUECYL,./train/TZBUECYL.ogg,fake
GHXZGRWE,./train/GHXZGRWE.ogg,fake
GCMGXBEQ,./train/GCMGXBEQ.ogg,real
BDOERUAV,./train/BDOERUAV.ogg,real
XCIKIHFS,./train/XCIKIHFS.ogg,real
HXSKWMJD,./train/HXSKWMJD.ogg,real
VUBQIGNY,./train/VUBQIGNY.ogg,real
VJCWJQNY,./train/VJCWJQNY.ogg,real
YCBHYAWF,./train/YCBHYAWF.ogg,real
XUKMYXML,./train/XUKMYXML.ogg,real
IOQJGDTX,./train/IOQJGDTX.ogg,fake
QVDRQJYA,./train/QVDRQJYA.ogg,fake
YLNQRWFN,./train/YLNQRWFN.ogg,fake
SYFDEFTH,./train/SYFDEFTH.ogg,real
OJENBSSB,./train/OJENBSSB.ogg,real
DQTOZHDK,./train/DQTOZHDK.ogg,real
HTOUOTIX,./train/HTOUOTIX.ogg,fake
YGBYGUXH,./train/YGBYGUXH.ogg,real
ZQHSORLN,./train/ZQHSORLN.ogg,real
XQOXPLEN,./train/XQOXPLEN.ogg,real
IWWROUJZ,./train/IWWROUJZ.ogg,fake
AJGUQXNG,./train/AJGUQXNG.ogg,real
HWYIQAZM,./train/HWYIQAZM.ogg,fake
VAUWEULY,./train/VAUWEULY.ogg,fake
CUULTHHM,./train/CUULTHHM.ogg,fake
FQPRNBCI,./train/FQPRNBCI.ogg,fake
WRLJNPZP,./train/WRLJNPZP.ogg,real
QXVHWBFQ,./train/QXVHWBFQ.ogg,real
KDUBFDBA,./train/KDUBFDBA.ogg,real
QHDJBNPO,./train/QHDJBNPO.ogg,real
YHMNCWIN,./train/YHMNCWIN.ogg,real
AMPWTOZQ,./train/AMPWTOZQ.ogg,fake
BDTHBHQV,./train/BDTHBHQV.ogg,fake
FXKEZNUI,./train/FXKEZNUI.ogg,fake
ZYWWPCBN,./train/ZYWWPCBN.ogg,real
ILPIBYYZ,./train/ILPIBYYZ.ogg,fake
WPEMULAA,./train/WPEMULAA.ogg,real
ABKFHZQH,./train/ABKFHZQH.ogg,fake
JNJXRNJR,./train/JNJXRNJR.ogg,fake
TORSCFFM,./train/TORSCFFM.ogg,real
QUGOPBDQ,./train/QUGOPBDQ.ogg,real
GGVNXQMG,./train/GGVNXQMG.ogg,real
NUXITMWL,./train/NUXITMWL.ogg,real
KVTISAGG,./train/KVTISAGG.ogg,real
FHXFCIEQ,./train/FHXFCIEQ.ogg,real
ZVBFEUYF,./train/ZVBFEUYF.ogg,real
XVOEDFIX,./train/XVOEDFIX.ogg,real
OVPGTLZX,./train/OVPGTLZX.ogg,fake
NGSWFLJJ,./train/NGSWFLJJ.ogg,real
KQNKWMUO,./train/KQNKWMUO.ogg,real
NKHAPESL,./train/NKHAPESL.ogg,real
TYGLVXKT,./train/TYGLVXKT.ogg,real
OCFHZPNQ,./train/OCFHZPNQ.ogg,fake
TPTDFAUZ,./train/TPTDFAUZ.ogg,real
VMGXOVML,./train/VMGXOVML.ogg,fake
PGGKQXJT,./train/PGGKQXJT.ogg,real
EOERIXFO,./train/EOERIXFO.ogg,fake
SMUMKCSR,./train/SMUMKCSR.ogg,fake
KOPXXGCV,./train/KOPXXGCV.ogg,real
OUXKROXX,./train/OUXKROXX.ogg,real
BAHKFZWU,./train/BAHKFZWU.ogg,real
SRSLZMHK,./train/SRSLZMHK.ogg,fake
XQUWPBDQ,./train/XQUWPBDQ.ogg,fake
WZCNPEXK,./train/WZCNPEXK.ogg,real
STBUITEC,./train/STBUITEC.ogg,real
ZGOGUQCW,./train/ZGOGUQCW.ogg,real
NKJRMHYW,./train/NKJRMHYW.ogg,real
KHICCJGW,./train/KHICCJGW.ogg,real
ERAMFCHX,./train/ERAMFCHX.ogg,fake
LFODHWEI,./train/LFODHWEI.ogg,fake
GOFMDLZP,./train/GOFMDLZP.ogg,real
ILKGAIKS,./train/ILKGAIKS.ogg,real
DRPZQEBQ,./train/DRPZQEBQ.ogg,fake
